year,time_since_2000,C_atm_PgC,C_active_PgC,C_deep_PgC,T_surface_C,CO2_ppm
2000.0,0.0,594.0,174.0,800.0,-5.0,280.188679245283
2000.1,0.1,595.4564353352522,173.51434367043987,799.9284450906382,-4.304345109765453,280.8756770449303
2000.2,0.2,596.9472286608055,173.01823795386787,799.8313875280456,-3.6310365234648465,281.5788814437762
2000.3,0.30000000000000004,598.47330161651,172.51712466806046,799.7023946468595,-2.9793273151151465,282.298727177599
2000.4,0.4,600.0355039573985,172.0165682714191,799.5349834703852,-2.3485208844611574,283.03561507424456
2000.5,0.5,601.6346586680428,171.5218630028021,799.3229657179643,-1.737935283186094,283.78993333398245
2000.6,0.6000000000000001,603.2715514699801,171.03730266853233,799.0611892037899,-1.1469111643010534,284.5620525801793
2000.7,0.7000000000000001,604.9469282892746,170.5655921757163,798.7461288931834,-0.5748106846056462,285.3523246647522
2000.8,0.8,606.6614886767976,170.107401211988,798.3763398953034,-0.021016703491291366,286.16107956452714
2000.9,0.9,608.4158770422979,169.66130750631956,797.9525231142251,0.5150685183475125,286.9886212463669
2001.0,1.0,610.2106698047683,169.22400538810564,797.4773296074848,1.0340231589752988,287.83522160602274
2001.1,1.1,612.046362823032,168.79083160975847,796.9548475098771,1.536406740664665,288.70111453916604
2001.2,1.2000000000000002,613.9233625016553,168.356254447559,796.3901219710876,2.0227606184396927,289.5864917460638
2001.3,1.3,615.8419753172433,167.91449535887543,795.7885441877347,2.493608647325605,290.4914977911525
2001.4,1.4000000000000001,617.8024022829803,167.4598891878644,795.1554968955943,2.9494576393021283,291.4162274919718
2001.5,1.5,619.8047338815906,166.98733178173262,794.4959121033944,3.390798057654054,292.3607235290521
2001.6,1.6,621.8489506935484,166.49229555804345,793.8142550829061,3.8181044188708984,293.3249767422398
2001.7,1.7000000000000002,623.9349226052195,165.97094888436433,793.1144059695803,4.2318357361847205,294.308925757179
2001.8,1.8,626.0624107494823,165.42016308446603,792.3996511168285,4.632436193642662,295.3124579006992
2001.9,1.9000000000000001,628.2310716099247,164.83741312533257,791.672778554709,5.020335682593878,296.33541113675693
2002.0,2.0,630.4404550757749,164.2208178294903,790.9360395733087,5.395949477422987,297.37757314895043
2002.1,2.1,632.6900159903228,163.56893694464304,790.1913408127049,5.759679790528287,298.43868678788806
2002.2,2.2,634.979111997157,162.8808106827053,789.4402067562403,6.111915505656796,299.51844905526275
2002.3,2.3000000000000003,637.3070118901921,162.15584248956895,788.6838888885826,6.453032797575128,300.6165150425434
