time,C_atm,C_active,C_deep,T_s,forcing
1.008000000000000114e+02,1.237922931985843888e+03,1.505952959384722760e+02,7.974868174795464029e+02,-4.485701048011299008e+01,1.395999999999999908e+01
1.009000000000000057e+02,1.238041077062701106e+03,1.505849367441115021e+02,7.974868174794014521e+02,-4.485672652618467993e+01,1.395500000000000007e+01
1.010000000000000000e+02,1.238158486151308125e+03,1.505745779820884991e+02,7.974868174792565014e+02,-4.485644417223025471e+01,1.394999999999999929e+01
1.011000000000000085e+02,1.238275160719600308e+03,1.505642196539844520e+02,7.974868174791115507e+02,-4.485616341457313894e+01,1.394500000000000028e+01
1.012000000000000028e+02,1.238391102232455523e+03,1.505538617613763677e+02,7.974868174789664863e+02,-4.485588424954826792e+01,1.393999999999999950e+01
1.013000000000000114e+02,1.238506312152811006e+03,1.505435043058391500e+02,7.974868174788215356e+02,-4.485560667349704289e+01,1.393499999999999872e+01
1.014000000000000057e+02,1.238620791946149666e+03,1.505331472889536997e+02,7.974868174786764712e+02,-4.485533068274710189e+01,1.392999999999999972e+01
1.015000000000000000e+02,1.238734543070643667e+03,1.505227907122890372e+02,7.974868174785314068e+02,-4.485505627365677128e+01,1.392500000000000071e+01
1.016000000000000085e+02,1.238847566980631200e+03,1.505124345774085555e+02,7.974868174783863424e+02,-4.485478344259940542e+01,1.391999999999999993e+01
1.017000000000000028e+02,1.238959865127486410e+03,1.505020788858716401e+02,7.974868174782412780e+02,-4.485451218595941469e+01,1.391499999999999915e+01
1.018000000000000114e+02,1.239071438959620309e+03,1.504917236392336974e+02,7.974868174780960999e+02,-4.485424250013231529e+01,1.391000000000000014e+01
1.019000000000000057e+02,1.239182289922481004e+03,1.504813688390460982e+02,7.974868174779509218e+02,-4.485397438152469363e+01,1.390499999999999936e+01
1.020000000000000000e+02,1.239292419458553240e+03,1.504710144868562622e+02,7.974868174778058574e+02,-4.485370782655422062e+01,1.390000000000000036e+01
1.021000000000000085e+02,1.239401829007358174e+03,1.504606605842075169e+02,7.974868174776606793e+02,-4.485344283164965873e+01,1.389499999999999957e+01
1.022000000000000028e+02,1.239510520005454282e+03,1.504503071326392671e+02,7.974868174775155012e+02,-4.485317939325084780e+01,1.389000000000000057e+01
1.023000000000000114e+02,1.239618493886436454e+03,1.504399541336869106e+02,7.974868174773702094e+02,-4.485291750780869791e+01,1.388499999999999979e+01
1.024000000000000057e+02,1.239725752080936445e+03,1.504296015888818090e+02,7.974868174772250313e+02,-4.485265717178521783e+01,1.387999999999999901e+01
1.025000000000000000e+02,1.239832296016622422e+03,1.504192494997512881e+02,7.974868174770797395e+02,-4.485239838165350079e+01,1.387500000000000000e+01
1.026000000000000085e+02,1.239938127118200100e+03,1.504088978678187800e+02,7.974868174769344478e+02,-4.485214113389771029e+01,1.386999999999999922e+01
1.027000000000000028e+02,1.240043246807411151e+03,1.503985466946036240e+02,7.974868174767891560e+02,-4.485188542501310138e+01,1.386500000000000021e+01
1.028000000000000114e+02,1.240147656503034568e+03,1.503881959816211520e+02,7.974868174766438642e+02,-4.485163125150599939e+01,1.385999999999999943e+01
1.029000000000000057e+02,1.240251357622970545e+03,1.503778457303864684e+02,7.974868174764985724e+02,-4.485137860988592706e+01,1.385500000000000043e+01
1.030000000000000000e+02,1.240354351586434632e+03,1.503674959424182020e+02,7.974868174763532807e+02,-4.485112749665728415e+01,1.384999999999999964e+01
1.031000000000000085e+02,1.240456639805174063e+03,1.503571466192230162e+02,7.974868174762078752e+02,-4.485087790835259369e+01,1.384499999999999886e+01
1.032000000000000028e+02,1.240558223687773534e+03,1.503467977623031970e+02,7.974868174760624697e+02,-4.485062984151624477e+01,1.383999999999999986e+01
1.033000000000000114e+02,1.240659104639946008e+03,1.503364493731572225e+02,7.974868174759171779e+02,-4.485038329270334856e+01,1.383499999999999908e+01
1.034000000000000057e+02,1.240759284064533631e+03,1.503261014532796764e+02,7.974868174757716588e+02,-4.485013825847975966e+01,1.383000000000000007e+01
1.035000000000000000e+02,1.240858763361506817e+03,1.503157540041613345e+02,7.974868174756262533e+02,-4.484989473542206184e+01,1.382499999999999929e+01
1.036000000000000085e+02,1.240957543927965162e+03,1.503054070272891636e+02,7.974868174754808479e+02,-4.484965272011756099e+01,1.382000000000000028e+01
1.037000000000000028e+02,1.241055627158136986e+03,1.502950605241462370e+02,7.974868174753353287e+02,-4.484941220916431348e+01,1.381499999999999950e+01
1.038000000000000114e+02,1.241153014443379334e+03,1.502847144962117909e+02,7.974868174751898096e+02,-4.484917319917110490e+01,1.380999999999999872e+01
